    pgc |       ra |      dec |       gl |       gb |      sgl |      sgb |    Vhel |     Vls |    d25 |  b_a |         pa |         ty |                       type | sdss | alfa100 | QA_sdss | QA_wise |    ebv |   u_mag |   g_mag |   r_mag |   i_mag |   z_mag | u_Rasy | g_Rasy | r_Rasy | i_Rasy | z_Rasy |   A_u |   A_g |   A_r |   A_i |   A_z |  Sba |    Spa | mu0_u | mu0_g | mu0_r | mu0_i | mu0_z | mu50_u | mu50_g | mu50_r | mu50_i | mu50_z | mu90_u | mu90_g | mu90_r | mu90_i | mu90_z | m255_u | m255_g | m255_r | m255_i | m255_z | disc_mu0_u | disc_mu0_g | disc_mu0_r | disc_mu0_i | disc_mu0_z |   h_u |   h_g |   h_r |   h_i |    h_z | R50_u | R50_g | R50_r | R50_i | R50_z | R90_u | R90_g | R90_r | R90_i | R90_z | R255_u | R255_g | R255_r | R255_i | R255_z | C82_u | C82_g | C82_r | C82_i | C82_z | d_m_ext_u | d_m_ext_g | d_m_ext_r | d_m_ext_i | d_m_ext_z |  w1_mag |  w2_mag | w1_Rasy | w2_Rasy |  A_w1 |  A_w2 |  Wba |    Wpa | mu0_w1 | mu0_w2 | mu50_w1 | mu50_w2 | mu90_w1 | mu90_w2 | m255_w1 | m255_w2 | disc_mu0_w1 | disc_mu0_w2 |  h_w1 |  h_w2 | R50_w1 | R50_w2 | R90_w1 | R90_w2 | R255_w1 | R255_w2 | C82_w1 | C82_w2 | d_m_ext_w1 | d_m_ext_w2 | Sqlt | Wqlt | dst | trl | nsp | fon | fnt | cwd | ovm | fov | mlp | bts | unc |                                                                                                 note | inc | inc_e | inc_flg | inc_n |                                                                                             inc_note
    192 |   0.7027 |  -3.6061 |  94.5440 | -63.7648 | 289.3231 |  11.5329 |  6232.0 |  6379.8 |   1.09 | 0.27 |       25.0 |        5.0 |              Sc            |    1 |       0 |       1 |       1 |  0.044 |   16.33 |   14.91 |   14.28 |   13.94 |   13.69 |   0.55 |   1.75 |   1.05 |   1.30 |   1.00 | 0.191 | 0.145 | 0.102 | 0.075 | 0.056 | 0.33 |  26.00 | 21.27 | 20.08 | 19.25 | 18.88 | 18.59 |  23.04 |  21.83 |  21.20 |  20.87 |  20.56 |  24.47 |  23.72 |  23.18 |  22.94 |  22.52 |  16.38 |  14.94 |  14.30 |  13.96 |  13.70 |      20.77 |      19.35 |      18.70 |      18.46 |      17.90 |  0.12 |  0.12 |  0.11 |  0.12 |   0.11 |  0.22 |  0.25 |  0.24 |  0.24 |  0.24 |  0.40 |  0.47 |  0.48 |  0.49 |  0.47 |   0.47 |   0.64 |   0.71 |   0.75 |   0.71 |  2.80 |  2.86 |  2.96 |  3.02 |  3.00 |   -0.0773 |   -0.0254 |   -0.0152 |   -0.0125 |   -0.0080 |   13.91 |   14.50 |    1.80 |    1.80 | 0.008 | 0.007 | 0.48 |  27.90 |  19.80 |  20.34 |   21.01 |   21.54 |   22.99 |   23.37 |   13.93 |   14.52 |       18.38 |       18.93 |  0.11 |  0.11 |   0.24 |   0.23 |   0.47 |   0.45 |    0.72 |    0.64 |   2.76 |   2.74 |    -0.0117 |    -0.0182 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                  another smallet galaxy in ~3 arcmin |  74 |     3 |       0 |     8 |                                                                                    [Needs better HI]
    195 |   0.7271 | -34.2356 | 355.6770 | -77.3909 | 260.1330 |   1.5511 |  6803.0 |  6799.9 |   1.10 | 0.66 |      112.2 |        2.9 |            SABb            |    0 |       0 |       0 |       1 |  0.000 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |   13.12 |   13.64 |    1.70 |    1.60 | 0.003 | 0.002 | 0.82 | 112.20 |  18.88 |  19.55 |   20.39 |   20.89 |   23.67 |   23.71 |   13.15 |   13.68 |       18.95 |       18.81 |  0.13 |  0.10 |   0.20 |   0.20 |   0.50 |   0.46 |    0.82 |    0.67 |   3.40 |   3.13 |    -0.0185 |    -0.0165 |    0 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |   0 |     0 |       1 |     2 |                                                                                   [bad_TF] [face_on]
    201 |   0.7375 |   4.2086 | 100.6040 | -56.5465 | 297.0299 |  13.6568 |  8629.0 |  8810.1 |   0.81 | 0.68 |      158.2 |        4.0 |             Sbc            |    1 |       1 |       1 |       1 |  0.028 |   16.11 |   14.84 |   14.25 |   13.89 |   13.64 |   0.75 |   1.45 |   0.70 |   0.90 |   0.90 | 0.123 | 0.094 | 0.066 | 0.049 | 0.036 | 0.66 | 159.20 | 22.13 | 20.63 | 19.92 | 19.50 | 19.17 |  23.09 |  21.85 |  21.26 |  20.96 |  20.69 |  25.45 |  23.80 |  23.22 |  23.05 |  22.91 |  16.22 |  14.87 |  14.27 |  13.91 |  13.66 |      20.76 |      19.57 |      18.96 |      18.73 |      18.63 |  0.09 |  0.09 |  0.09 |  0.09 |   0.10 |  0.19 |  0.19 |  0.18 |  0.18 |  0.18 |  0.39 |  0.37 |  0.37 |  0.38 |  0.39 |   0.39 |   0.49 |   0.53 |   0.57 |   0.58 |  2.80 |  2.96 |  3.08 |  3.21 |  3.29 |   -0.0764 |   -0.0302 |   -0.0186 |   -0.0155 |   -0.0143 |   13.99 |   14.58 |    1.30 |    1.20 | 0.005 | 0.004 | 0.69 | 151.70 |  19.66 |  20.25 |   21.02 |   21.60 |   24.08 |   24.42 |   14.05 |   14.61 |       18.94 |       19.89 |  0.10 |  0.12 |   0.20 |   0.20 |   0.48 |   0.46 |    0.64 |    0.62 |   3.26 |   3.20 |    -0.0183 |    -0.0389 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  55 |     4 |       0 |     8 |                                                                                                     
    205 |   0.7738 |  -1.9139 |  96.2231 | -62.2521 | 290.9996 |  11.9504 |  7267.0 |  7422.1 |   1.38 | 0.46 |       47.4 |        3.9 |             Sbc            |    1 |       0 |       1 |       1 |  0.040 |   15.14 |   13.74 |   13.08 |   12.72 |   12.47 |   0.80 |   1.65 |   1.60 |   1.55 |   1.30 | 0.174 | 0.132 | 0.093 | 0.069 | 0.051 | 0.49 |  47.40 | 21.70 | 20.01 | 19.03 | 18.58 | 18.24 |  23.13 |  21.83 |  21.16 |  20.77 |  20.52 |  24.51 |  23.55 |  22.97 |  22.66 |  22.19 |  15.18 |  13.76 |  13.10 |  12.73 |  12.49 |      20.75 |      19.08 |      18.39 |      18.03 |      17.20 |  0.16 |  0.15 |  0.14 |  0.14 |   0.12 |  0.33 |  0.34 |  0.32 |  0.31 |  0.31 |  0.58 |  0.63 |  0.62 |  0.62 |  0.60 |   0.68 |   0.85 |   0.92 |   0.96 |   0.90 |  2.61 |  2.86 |  3.06 |  3.17 |  3.20 |   -0.0761 |   -0.0205 |   -0.0118 |   -0.0088 |   -0.0045 |   12.61 |   13.13 |    1.80 |    1.60 | 0.008 | 0.006 | 0.56 |  44.70 |  19.23 |  19.84 |   20.51 |   21.02 |   23.28 |   23.76 |   12.65 |   13.19 |       18.59 |       18.42 |  0.16 |  0.14 |   0.30 |   0.30 |   0.69 |   0.68 |    1.11 |    0.96 |   2.98 |   2.92 |    -0.0139 |    -0.0121 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                     z band half of the galaxy masked |  64 |     4 |       0 |    10 |                                                                                            [Bad H1a]
    208 |   0.8033 |  25.1759 | 109.3456 | -36.4203 | 318.3525 |  18.0849 |  7762.0 |  8014.4 |   0.51 | 0.65 |       68.0 |        3.0 |              S?            |    1 |       1 |       1 |       1 |  0.050 |   16.84 |   15.51 |   14.91 |   14.23 |   14.33 |   0.55 |   1.23 |   1.20 |   1.10 |   0.90 | 0.218 | 0.166 | 0.116 | 0.086 | 0.064 | 0.88 |  68.00 | 20.29 | 18.90 | 18.20 | 17.90 | 17.56 |  22.09 |  21.17 |  20.59 |  21.23 |  20.09 |  25.95 |  24.79 |  24.86 |  25.23 |  24.31 |  16.97 |  15.58 |  14.99 |  14.33 |  14.41 |      19.96 |      20.23 |      19.75 |      20.79 |      20.27 |  0.04 |  0.07 |  0.07 |  0.13 |   0.10 |  0.08 |  0.09 |  0.09 |  0.13 |  0.09 |  0.23 |  0.30 |  0.33 |  0.55 |  0.34 |   0.21 |   0.35 |   0.40 |   0.59 |   0.44 |  2.94 |  4.12 |  4.24 |  7.07 |  4.41 |   -0.0411 |   -0.0508 |   -0.0349 |   -0.0785 |   -0.0523 |   10.93 |   11.65 |    0.80 |    0.80 | 0.010 | 0.008 | 0.65 |  68.00 |  19.13 |  19.90 |   18.95 |   19.73 |   19.25 |   20.63 |    0.00 |    0.00 |        9.44 |       11.10 |  0.06 |  0.07 |   0.50 |   0.50 |   0.60 |   0.63 |   -0.17 |   -0.17 |   1.32 |   1.35 |    -0.0000 |    -0.0000 |    1 |    0 |     |     |     |     |     |     |     |     |     |   B |   U |                                                               a very bright star covering the galaxy |   0 |     0 |       1 |     7 | [bright star] [bright star] [Star too bright to see galaxy] [bright star; spheroidal] [bright star] 
    212 |   0.7967 |  15.9654 | 106.3211 | -45.3443 | 308.8746 |  16.3794 | 11229.0 | 11453.6 |   1.23 | 0.30 |       51.3 |        2.0 |             Sab            |    1 |       1 |       1 |       1 |  0.045 |   16.20 |   14.55 |   13.70 |   13.23 |   12.90 |   1.50 |   1.50 |   1.50 |   1.60 |   1.70 | 0.195 | 0.148 | 0.104 | 0.077 | 0.057 | 0.35 |  49.30 | 20.95 | 18.76 | 17.71 | 17.17 | 16.73 |  23.91 |  21.66 |  20.55 |  20.12 |  19.66 |  27.46 |  24.89 |  23.74 |  23.45 |  22.95 |  16.55 |  14.63 |  13.74 |  13.26 |  12.93 |      22.15 |      20.32 |      19.47 |      19.30 |      19.10 |  0.17 |  0.16 |  0.15 |  0.17 |   0.18 |  0.28 |  0.22 |  0.20 |  0.21 |  0.20 |  1.08 |  0.66 |  0.59 |  0.61 |  0.57 |   0.49 |   0.76 |   0.88 |   1.01 |   1.00 |  4.83 |  4.62 |  4.51 |  4.59 |  4.44 |   -0.2249 |   -0.0545 |   -0.0279 |   -0.0244 |   -0.0208 |   13.04 |   13.68 |    2.10 |    1.80 | 0.009 | 0.007 | 0.42 |  49.30 |  18.63 |  19.38 |   20.27 |   20.93 |   23.78 |   23.78 |   13.09 |   13.73 |       19.14 |       19.01 |  0.17 |  0.14 |   0.25 |   0.26 |   0.69 |   0.63 |    1.11 |    0.87 |   3.45 |   3.29 |    -0.0215 |    -0.0194 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  80 |     3 |       0 |     9 |                                                                                   [messy HI profile]
    216 |   0.8217 |   3.6221 | 100.3835 | -57.1267 | 296.4705 |  13.4216 |  8009.0 |  8187.5 |   0.87 | 0.46 |      140.3 |        9.0 |              Sm            |    1 |       1 |       1 |       1 |  0.027 |   15.91 |   14.61 |   14.03 |   13.67 |   13.43 |   0.55 |   0.80 |   0.80 |   0.85 |   1.30 | 0.116 | 0.088 | 0.062 | 0.046 | 0.034 | 0.46 | 140.30 | 20.98 | 19.56 | 18.68 | 18.20 | 17.83 |  23.02 |  21.67 |  20.98 |  20.61 |  20.29 |  23.91 |  23.05 |  22.56 |  22.39 |  22.00 |  15.93 |  14.63 |  14.04 |  13.68 |  13.44 |      20.00 |      18.43 |      17.96 |      18.17 |      17.59 |  0.10 |  0.09 |  0.09 |  0.10 |   0.09 |  0.23 |  0.22 |  0.20 |  0.20 |  0.19 |  0.37 |  0.39 |  0.39 |  0.40 |  0.38 |   0.45 |   0.55 |   0.59 |   0.66 |   0.61 |  2.63 |  2.96 |  3.29 |  3.41 |  3.46 |   -0.0422 |   -0.0122 |   -0.0083 |   -0.0099 |   -0.0062 |   13.57 |   14.04 |    1.10 |    1.00 | 0.005 | 0.004 | 0.56 | 140.30 |  18.93 |  19.55 |   20.41 |   20.99 |   22.85 |   23.87 |   13.61 |   14.09 |       18.17 |       19.23 |  0.10 |  0.12 |   0.20 |   0.21 |   0.44 |   0.49 |    0.69 |    0.72 |   3.27 |   3.27 |    -0.0099 |    -0.0231 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  64 |     4 |       0 |     8 |                                                                                                     
    218 |   0.8121 |  16.1456 | 106.4089 | -45.1745 | 309.0614 |  16.4026 |  1059.0 |  1284.0 |   4.37 | 0.43 |      134.4 |        2.0 |             Sab            |    1 |       1 |       1 |       1 |  0.045 |   12.60 |   11.01 |   10.11 |    9.62 |    9.31 |  10.23 |   9.40 |   9.30 |   9.25 |  10.00 | 0.194 | 0.148 | 0.104 | 0.077 | 0.057 | 0.29 | 134.40 | 23.23 | 20.95 | 19.00 | 17.68 | 16.61 |  24.50 |  22.27 |  21.28 |  20.59 |  20.16 |  26.88 |  25.25 |  24.44 |  23.75 |  23.53 |  13.03 |  11.11 |  10.16 |   9.65 |   9.33 |      22.66 |      21.07 |      20.42 |      19.81 |      19.61 |  1.09 |  1.11 |  1.19 |  1.12 |   1.14 |  1.88 |  1.43 |  1.32 |  1.19 |  1.10 |  5.74 |  4.34 |  4.38 |  3.99 |  4.03 |   2.92 |   4.59 |   5.85 |   6.18 |   6.76 |  5.53 |  5.10 |  5.81 |  6.16 |  6.96 |   -0.3322 |   -0.0972 |   -0.0590 |   -0.0366 |   -0.0312 |    9.47 |   10.08 |    8.70 |    8.60 | 0.008 | 0.007 | 0.39 | 134.40 |  16.30 |  17.05 |   19.94 |   20.69 |   23.69 |   24.48 |    9.52 |   10.15 |       19.64 |       20.34 |  0.91 |  0.94 |   0.78 |   0.83 |   3.31 |   3.63 |    5.09 |    4.59 |   8.02 |   8.36 |    -0.0319 |    -0.0550 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  90 |     1 |       0 |     7 |                                                      [luminous bulge and halo] [H1 has central peek]
    222 |   0.8275 |  22.6417 | 108.6200 | -38.8900 | 315.7300 |  17.6400 |  7123.0 |  7368.3 |   0.59 | 0.46 |        0.0 |        4.8 |              Sc            |    1 |       1 |       1 |       0 |  0.061 |   16.96 |   15.89 |   15.48 |   15.20 |   15.05 |   0.60 |   0.90 |   1.35 |   0.90 |   0.80 | 0.266 | 0.203 | 0.142 | 0.105 | 0.078 | 0.57 |   9.70 | 22.01 | 20.61 | 19.87 | 19.47 | 19.20 |  23.23 |  22.14 |  21.59 |  21.33 |  21.02 |  24.87 |  23.99 |  23.42 |  23.44 |  23.16 |  17.01 |  15.93 |  15.50 |  15.25 |  15.08 |      21.50 |      19.92 |      19.42 |      19.26 |      18.84 |  0.09 |  0.07 |  0.07 |  0.07 |   0.06 |  0.14 |  0.14 |  0.13 |  0.13 |  0.12 |  0.28 |  0.28 |  0.27 |  0.28 |  0.26 |   0.32 |   0.35 |   0.36 |   0.37 |   0.37 |  2.85 |  3.03 |  3.14 |  3.35 |  3.29 |   -0.1362 |   -0.0399 |   -0.0269 |   -0.0237 |   -0.0169 |    0.00 |    0.00 |    0.00 |    0.00 | 0.000 | 0.000 | 0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |        0.00 |        0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |   0.00 |   0.00 |     0.0000 |     0.0000 |    5 |    0 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  66 |     4 |       0 |     3 |                                                                                                     
    247 |   0.9117 |  11.4980 | 104.6639 | -49.6711 | 304.3704 |  15.2864 | 17339.0 | 17547.8 |   0.48 | 0.56 |      129.0 |        2.8 |              S?            |    1 |       0 |       1 |       0 |  0.070 |   17.20 |   15.79 |   15.11 |   14.69 |   14.43 |   0.30 |   0.90 |   0.70 |   0.90 |   0.50 | 0.305 | 0.232 | 0.162 | 0.120 | 0.090 | 0.56 | 129.00 | 21.62 | 19.93 | 18.98 | 18.49 | 18.10 |  23.01 |  21.65 |  20.84 |  20.40 |  19.93 |  24.01 |  23.37 |  22.88 |  22.71 |  22.24 |  17.21 |  15.82 |  15.13 |  14.72 |  14.45 |      20.33 |      18.69 |      18.21 |      18.00 |      20.51 |  0.06 |  0.05 |  0.05 |  0.06 |   0.13 |  0.12 |  0.12 |  0.11 |  0.11 |  0.10 |  0.20 |  0.23 |  0.23 |  0.24 |  0.23 |   0.26 |   0.32 |   0.36 |   0.40 |   0.37 |  2.65 |  2.98 |  3.34 |  3.48 |  3.60 |   -0.0550 |   -0.0150 |   -0.0102 |   -0.0086 |   -0.0630 |    0.00 |    0.00 |    0.00 |    0.00 | 0.000 | 0.000 | 0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |        0.00 |        0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |   0.00 |   0.00 |     0.0000 |     0.0000 |    5 |    0 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  54 |     4 |       0 |     3 |                                                                                                     
    250 |   0.8958 |  23.2008 | 108.8693 | -38.3606 | 316.3211 |  17.6720 |  7265.0 |  7511.8 |   1.05 | 0.54 |       23.1 |        5.5 |              Sc            |    1 |       1 |       1 |       1 |  0.094 |   15.23 |   13.95 |   13.32 |   12.92 |   12.71 |   1.85 |   1.95 |   2.00 |   2.00 |   2.20 | 0.410 | 0.312 | 0.218 | 0.162 | 0.121 | 0.57 |  23.10 | 22.32 | 21.12 | 20.47 | 20.12 | 19.80 |  23.89 |  22.76 |  22.08 |  21.90 |  21.43 |  26.46 |  25.07 |  24.54 |  24.42 |  24.11 |  15.59 |  14.04 |  13.39 |  12.98 |  12.76 |      23.07 |      21.99 |      21.04 |      20.63 |      20.35 |  0.30 |  0.35 |  0.29 |  0.29 |   0.28 |  0.35 |  0.37 |  0.36 |  0.37 |  0.35 |  0.92 |  0.93 |  0.95 |  1.02 |  0.97 |   0.64 |   1.00 |   1.10 |   1.23 |   1.24 |  4.11 |  4.37 |  4.83 |  5.09 |  5.30 |   -0.4597 |   -0.1988 |   -0.0956 |   -0.0691 |   -0.0558 |   12.87 |   13.47 |    2.00 |    2.10 | 0.018 | 0.014 | 0.58 |  27.10 |  18.79 |  19.50 |   21.56 |   21.82 |   25.18 |   24.38 |   12.97 |   13.50 |       20.34 |       20.79 |  0.26 |  0.26 |   0.37 |   0.33 |   1.16 |   0.87 |    1.23 |    1.12 |   4.82 |   4.09 |    -0.0552 |    -0.0783 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  61 |     5 |       0 |    10 |                                                                                                     
    255 |   0.9300 |  15.2182 | 106.2149 | -46.0989 | 308.1422 |  16.0958 |   879.0 |  1101.0 |   2.45 | 0.71 |        0.0 |        9.1 |              Sm            |    1 |       1 |       1 |       1 |  0.049 |   15.88 |   14.79 |   14.33 |   14.13 |   14.04 |   2.05 |   2.35 |   2.40 |   2.25 |   1.80 | 0.213 | 0.162 | 0.114 | 0.084 | 0.063 | 0.60 | 169.10 | 24.68 | 23.21 | 22.66 | 22.40 | 22.72 |  25.80 |  24.88 |  24.39 |  24.07 |  23.87 |   2.51 |  27.02 |  26.31 |  26.09 |  25.38 |  16.87 |  15.24 |  14.59 |  14.36 |  14.38 |      -9.99 |      22.74 |      22.79 |      22.32 |      22.29 | -9.99 |  0.35 |  0.43 |  0.37 |   0.38 |  0.63 |  0.65 |  0.64 |  0.61 |  0.59 |  1.49 |  1.44 |  1.43 |  1.42 |  1.40 |   0.52 |   0.88 |   1.10 |   1.15 |   0.94 |  3.24 |  3.57 |  3.68 |  3.80 |  3.99 |   -9.9900 |   -0.3544 |   -0.3687 |   -0.2568 |   -0.2505 |   14.12 |   14.71 |    3.00 |    2.70 | 0.009 | 0.007 | 0.66 |   0.00 |  23.28 |  23.96 |   25.43 |   25.61 |   26.59 |   27.17 |   14.76 |   15.59 |       -9.99 |       -9.99 | -9.99 | -9.99 |   1.03 |   1.00 |   2.15 |   2.08 |    1.14 |    0.92 |   3.91 |   3.35 |    -9.9900 |    -9.9900 |    3 |    4 |     |     |     |     |   N |     |     |     |     |     |   U |                                                                   very low surface brightness galaxy |   0 |     0 |       1 |     4 |                                    [faint] [not_sure] [better_image] [bad_TF] [face_on] [not_spiral]
    257 |   0.9333 |  28.5557 | 110.4106 | -33.1535 | 321.8893 |  18.4845 |  7949.0 |  8209.7 |   0.49 | 0.35 |      149.0 |        4.8 |              Sc            |    1 |       1 |       1 |       0 |  0.052 |   17.33 |   16.22 |   15.76 |   15.49 |   15.38 |   1.20 |   1.30 |   1.60 |   0.85 |   0.65 | 0.227 | 0.173 | 0.121 | 0.090 | 0.067 | 0.38 | 141.40 | 22.33 | 20.94 | 20.31 | 19.90 | 19.77 |  23.80 |  22.86 |  22.28 |  21.92 |  21.59 |  26.76 |  25.34 |  24.84 |  24.56 |  24.43 |  17.66 |  16.32 |  15.81 |  15.53 |  15.42 |      21.48 |      21.49 |      21.04 |      20.78 |      20.34 |  0.08 |  0.13 |  0.13 |  0.13 |   0.11 |  0.18 |  0.19 |  0.18 |  0.17 |  0.16 |  0.54 |  0.46 |  0.45 |  0.44 |  0.40 |   0.32 |   0.48 |   0.54 |   0.56 |   0.51 |  4.10 |  3.86 |  3.88 |  3.94 |  3.57 |   -0.1338 |   -0.1351 |   -0.0950 |   -0.0780 |   -0.0553 |    0.00 |    0.00 |    0.00 |    0.00 | 0.000 | 0.000 | 0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |        0.00 |        0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |   0.00 |   0.00 |     0.0000 |     0.0000 |    4 |    0 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  81 |     3 |       0 |     7 |                                                                                                     
    258 |   0.9366 |   4.2981 | 100.9978 | -56.5290 | 297.1722 |  13.4885 | 11563.0 | 11744.0 |   1.15 | 0.25 |       63.8 |        2.0 |             Sab            |    1 |       1 |       1 |       0 |  0.024 |   16.95 |   15.43 |   14.61 |   14.13 |   13.78 |   1.65 |   1.40 |   1.20 |   1.30 |   1.40 | 0.102 | 0.078 | 0.055 | 0.040 | 0.030 | 0.20 |  62.30 | 21.33 | 19.35 | 18.39 | 17.92 | 17.59 |  24.11 |  22.32 |  21.26 |  20.77 |  20.24 |  26.65 |  24.45 |  23.48 |  23.30 |  22.99 |  17.12 |  15.48 |  14.64 |  14.15 |  13.80 |      22.91 |      20.43 |      19.37 |      19.07 |      19.04 |  0.27 |  0.16 |  0.14 |  0.15 |   0.16 |  0.32 |  0.25 |  0.23 |  0.23 |  0.22 |  0.68 |  0.59 |  0.54 |  0.58 |  0.54 |   0.59 |   0.71 |   0.77 |   0.91 |   1.03 |  3.60 |  4.30 |  4.34 |  4.44 |  4.13 |   -0.4059 |   -0.0593 |   -0.0259 |   -0.0204 |   -0.0198 |    0.00 |    0.00 |    0.00 |    0.00 | 0.000 | 0.000 | 0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |        0.00 |        0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |    0.00 |    0.00 |   0.00 |   0.00 |     0.0000 |     0.0000 |    5 |    0 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  85 |     2 |       0 |     4 |                                                                                                     
    259 |   0.9346 |  16.1868 | 106.5852 | -45.1656 | 309.1290 |  16.2962 |  6412.0 |  6637.1 |   0.63 | 0.59 |       15.3 |        3.5 |              S?            |    1 |       1 |       1 |       1 |  0.045 |   16.43 |   15.41 |   14.88 |   14.58 |   14.45 |   0.75 |   1.00 |   1.25 |   0.95 |   1.20 | 0.196 | 0.149 | 0.104 | 0.077 | 0.058 | 0.57 |  15.30 | 21.00 | 19.89 | 19.26 | 18.90 | 18.61 |  22.25 |  21.09 |  20.48 |  20.24 |  19.81 |  26.44 |  25.04 |  24.50 |  24.43 |  23.27 |  16.68 |  15.49 |  14.94 |  14.62 |  14.46 |      19.57 |      20.08 |      19.80 |      19.82 |      18.12 |  0.05 |  0.08 |  0.08 |  0.09 |   0.06 |  0.12 |  0.11 |  0.11 |  0.11 |  0.10 |  0.46 |  0.35 |  0.34 |  0.37 |  0.27 |   0.28 |   0.42 |   0.47 |   0.56 |   0.52 |  4.34 |  3.51 |  3.48 |  3.69 |  3.34 |   -0.0303 |   -0.0451 |   -0.0362 |   -0.0367 |   -0.0095 |   14.73 |   15.23 |    1.10 |    1.10 | 0.009 | 0.007 | 0.57 |  15.30 |  19.16 |  19.77 |   20.93 |   21.47 |   23.99 |   24.16 |   14.77 |   15.26 |       19.15 |       19.34 |  0.09 |  0.08 |   0.16 |   0.16 |   0.38 |   0.36 |    0.54 |    0.49 |   2.68 |   2.68 |    -0.0217 |    -0.0252 |    5 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |  63 |     4 |       0 |     9 |                                                                                       [H1 ambiguous]
    266 |   0.9380 | -14.6945 |  78.7770 | -73.3310 | 278.6801 |   7.9247 |  5831.0 |  5926.4 |   0.77 | 0.58 |        0.0 |        4.9 |              Sc            |    0 |       0 |       0 |       1 |  0.000 |    0.00 |    0.00 |    0.00 |    0.00 |    0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 | 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |   0.00 |   0.00 |   0.00 |   0.00 |   0.00 |  0.00 |  0.00 |  0.00 |  0.00 |  0.00 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |    0.0000 |   14.94 |   15.51 |    1.00 |    0.90 | 0.006 | 0.005 | 0.76 | 121.50 |  21.66 |  22.24 |   22.45 |   22.99 |   24.57 |   24.99 |   15.01 |   15.58 |       19.74 |       20.56 |  0.10 |  0.11 |   0.24 |   0.23 |   0.46 |   0.45 |    0.55 |    0.49 |   2.58 |   2.55 |    -0.0346 |    -0.0656 |    0 |    5 |     |     |     |     |     |     |     |     |     |     |     |                                                                                                      |   0 |     0 |       1 |     3 |                                                          [bad_TF] [disturbed] [face_on] [not_spiral]
